"birthyear","race","gender","att","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","online.length","study.choice","RID","online.why","com"
53,1,2,2,4,3,2,1,2,1,12,5,4,5,6,5,5,3,5,4,4,3,4,"m.supp",1,2,3,"si.opp",3,4.8,5,5,1,"5fe38cd7-3374-3325-c555-8a20b0a4f20d","Money and learn things",NA
53,1,2,2,4,3,2,1,2,1,12,5,4,5,6,5,5,3,5,4,4,3,4,"m.supp",1,2,3,"si.opp",3,4.8,5,5,1,"5fe38cd7-3374-3325-c555-8a20b0a4f20d","Money and learn things",NA
13,4,1,2,2,2,1,1,1,1,11,4,3,3,5,3,3,1,1,1,4,3,1,"m.supp",3,7.3,3,"m.opp",3,7.5,3,5,6,"5fe38e3c-2f58-8d78-ab88-61f01553a54e",NA,"Naaa"
8,1,2,2,5,1,4,3,3,3,10,1,3,6,4,4,2,1,3,1,6,1,1,"control",1,1,3,"control",3,7.4,5,1,6,"5fe38e3b-5d5b-4f35-493e-d8bf1bec55bf","To earn extra money",NA
21,1,1,2,1,2,2,2,2,2,12,2,4,3,3,5,4,3,3,3,4,4,3,"si.opp",3,5,3,"m.opp",3,5,5,3,1,"5fe38e52-949e-b198-84cf-a1dd6ad86f21","Money",NA
12,1,2,2,2,4,1,2,2,2,12,6,6,5,5,5,5,6,6,6,6,6,5,"si.supp",2,8.1,2,"si.supp",5,5.6,5,5,1,"5fe38db1-5771-eea7-4a4d-119fb6aee54b","get money",NA
2,8,2,2,2,3,4,3,3,3,9,1,3,2,3,1,5,1,4,3,3,3,4,"control",2,3.9,4,"control",4,4.8,1,3,3,"5fe38e67-234d-2fed-c45f-34d37a77c5c6","The topic ",NA
1,1,1,2,1,6,3,3,3,3,12,5,5,6,NA,NA,NA,3,5,2,4,2,4,"si.opp",1,1.3,3,"m.supp",5,9.1,5,5,4,"5fe38e7b-5d0a-736f-0b5f-243c63613ec2","Because I like being a part of future products and thrir development ",NA
41,1,1,2,4,2,2,1,2,1,10,6,6,6,6,6,3,2,5,3,6,2,2,"m.supp",3,5.6,3,"si.supp",5,10,5,5,1,"5fe38e3a-c608-c614-5b03-b801fa76670d","I don't know ",NA
41,1,1,2,1,6,2,2,2,2,12,4,4,4,4,4,3,1,4,2,5,2,3,"m.supp",1,1,3,"m.opp",4,5.2,5,5,2,"5fe38e6d-edc9-4952-1aa4-24b36d84e9f3","For the rewards","Not really."
3,4,2,2,3,4,1,2,1,2,8,3,4,4,4,4,4,3,4,4,4,3,4,"control",4,8,3,"control",2,8.1,4,3,2,"5fe38f5a-25bf-e6a6-b6cc-fbd58e7228a1","I needed the money ",NA
52,1,2,2,4,3,1,1,1,1,9,6,5,6,6,6,2,1,3,1,1,4,1,"si.supp",4,7.4,3,"si.supp",5,10,5,5,1,"5fe38e11-a469-c0ad-e2c1-d0b69fceac4c","For the rewards ",NA
42,1,2,2,5,1,2,1,2,1,13,5,5,5,6,6,6,2,6,3,1,1,5,"si.supp",4,3.6,3,"si.supp",4,7.3,5,5,3,"5fe38e1f-ae62-f29a-5347-d4c5228373a1","I enjoy giving my opinion about a product to make it better. The incentives are nice too.",NA
50,1,1,2,4,4,3,3,1,1,12,1,1,1,1,1,1,1,6,1,1,2,1,"si.supp",5,10,3,"m.opp",1,1.6,5,5,3,"5fe38dbe-f059-c178-0667-03595058f604","Opinions ",NA
19,1,1,2,1,5,3,3,3,1,11,2,2,5,5,6,6,1,6,1,NA,NA,NA,"si.supp",4,7.4,3,"m.opp",5,8.9,5,4,3,"5fe38e02-a2a8-e69e-a4db-2540104ba04c","I started so I could share my opinions on products, brands, and services.","Great questions that were really unique."
7,1,1,2,2,3,3,3,3,3,10,3,3,3,4,4,4,1,4,2,4,1,3,"m.opp",3,5.2,3,"m.supp",4,7.8,5,5,6,"5fe38f0d-0371-abd9-16bc-37294c014f33","2001",NA
13,3,2,2,2,2,1,2,2,2,10,5,3,6,5,6,3,4,5,4,6,3,2,"m.opp",5,8.3,3,"si.opp",5,9.6,5,5,1,"5fe38f69-e7f6-536f-d6b7-a6269b2a2b82","to help companies and earn extra side cash","no comments, thank you"
37,1,1,2,2,2,1,1,1,2,13,5,5,5,5,5,5,5,4,4,2,4,2,"m.supp",5,8.5,3,"m.supp",5,8.8,5,5,2,"5fe38f4b-77fb-9067-2199-d2e90e86d7c5","Feels luke an easy way to make a little money","No comments "
52,1,2,2,4,3,2,1,2,1,10,1,1,1,4,6,6,2,6,6,NA,NA,NA,"si.opp",1,1.4,3,"m.opp",1,1.6,5,5,3,"5fe38fbb-dfcc-2671-16c0-b0174dffb3a5","Intrested ","No"
1,1,2,2,2,6,1,2,3,3,14,1,5,3,4,6,6,2,5,2,2,3,2,"m.supp",2,4.7,4,"control",2,8.3,3,2,6,"5fe38fd6-605d-0439-c417-963d6fd0af14","To have my opinions","dguhv"
1,2,2,2,2,3,1,2,1,2,13,1,1,3,1,6,3,2,3,2,6,1,1,"m.supp",3,5.5,3,"m.supp",1,10,5,3,1,"5fe38fb9-6b2f-515a-c390-8e735a960b96","To earn points for online games",NA
14,2,1,2,2,5,1,2,2,1,12,5,3,3,5,3,2,4,3,3,6,3,2,"control",2,4.9,3,"m.supp",2,7,4,3,2,"5fe39168-3178-80b3-e079-22d99e59bc12","Idk","None "
32,8,1,2,6,3,2,1,2,1,9,6,6,6,6,6,4,1,1,5,NA,NA,NA,"si.opp",4,8.5,3,"m.opp",5,10,5,1,1,"5fe38e22-c4a4-dd7e-726f-a3cf1cc6e658","To make money during unemployment. ","Awesome survey!"
1,1,2,2,4,2,3,3,3,3,10,2,2,3,4,5,2,4,4,4,6,4,5,"m.supp",3,5.7,3,"m.supp",3,5.3,5,5,2,"5fe39104-1acd-933b-d911-c942ab231e41","Long time ago",NA
39,4,2,2,2,4,3,2,3,1,12,5,5,5,6,6,6,1,1,2,NA,NA,NA,"si.supp",5,9.7,3,"si.opp",2,2.8,3,2,1,"5fe38fea-f29a-57cb-5a0f-7466e8f6657a","Need extra income",NA
17,1,1,2,6,1,3,2,1,2,11,6,4,6,3,5,6,2,5,2,NA,NA,NA,"si.supp",3,5.3,3,"si.opp",4,6.3,5,5,2,"5fe39077-ee18-2c9a-49d5-f41e5a553e26","2010","Na"
54,1,2,2,4,3,2,1,2,1,9,6,6,6,6,6,4,1,6,6,6,1,1,"si.opp",3,4.9,3,"si.supp",3,4.9,5,4,1,"5fe39087-7887-0629-6904-2c1815580503","To help shape our world",NA
17,1,1,2,6,1,3,2,1,2,11,6,4,6,3,5,6,2,5,2,NA,NA,NA,"si.supp",3,5.3,3,"si.opp",4,6.3,5,5,2,"5fe39077-ee18-2c9a-49d5-f41e5a553e26","2010","Na"
46,1,2,2,4,1,1,2,1,2,9,4,4,5,4,5,6,2,4,6,5,3,3,"control",5,9.4,3,"si.supp",3,5.5,5,2,6,"5fe38f65-2ac2-912d-159b-5c634914ead5","I was bored",NA
5,1,1,2,1,3,2,1,2,2,11,3,5,1,5,1,6,3,1,2,4,3,1,"si.supp",2,6.1,3,"si.opp",4,5.6,5,2,4,"5fe391e7-89b9-5c1b-9258-fdc18bf46b7a","Gems ","Haha Aisha "
5,1,1,2,1,3,2,1,2,2,11,3,5,1,5,1,6,3,1,2,4,3,1,"si.supp",2,6.1,3,"si.opp",4,5.6,5,2,4,"5fe391e7-89b9-5c1b-9258-fdc18bf46b7a","Gems ","Haha Aisha "
26,1,1,2,2,7,1,1,1,2,11,1,4,3,5,5,5,3,3,3,5,3,4,"m.supp",3,4.9,3,"si.supp",4,5.8,5,3,6,"5fe391b9-4aa0-8c0d-d951-7cc81a1ab7c8","When started playing tap ","Ok"
26,1,1,2,2,7,1,1,1,2,11,1,4,3,5,5,5,3,3,3,5,3,4,"m.supp",3,4.9,3,"si.supp",4,5.8,5,3,6,"5fe391b9-4aa0-8c0d-d951-7cc81a1ab7c8","When started playing tap ","Ok"
26,1,1,2,2,7,1,1,1,2,11,1,4,3,5,5,5,3,3,3,5,3,4,"m.supp",3,4.9,3,"si.supp",4,5.8,5,3,6,"5fe391b9-4aa0-8c0d-d951-7cc81a1ab7c8","When started playing tap ","Ok"
1,2,1,2,3,6,2,1,2,2,3,2,4,1,NA,NA,NA,3,3,4,4,3,2,"control",2,8.6,3,"m.opp",2,5.4,1,1,4,"5fe3914c-9d70-f2a8-b51e-c162f5f8745c",NA,"C  cu iydd FD a"
1,2,1,2,3,6,2,1,2,2,3,2,4,1,NA,NA,NA,3,3,4,4,3,2,"control",2,8.6,3,"m.opp",2,5.4,1,1,4,"5fe3914c-9d70-f2a8-b51e-c162f5f8745c",NA,"C  cu iydd FD a"
1,2,1,2,3,6,2,1,2,2,3,2,4,1,NA,NA,NA,3,3,4,4,3,2,"control",2,8.6,3,"m.opp",2,5.4,1,1,4,"5fe3914c-9d70-f2a8-b51e-c162f5f8745c",NA,"C  cu iydd FD a"
1,2,1,2,3,6,2,1,2,2,3,2,4,1,NA,NA,NA,3,3,4,4,3,2,"control",2,8.6,3,"m.opp",2,5.4,1,1,4,"5fe3914c-9d70-f2a8-b51e-c162f5f8745c",NA,"C  cu iydd FD a"
1,2,1,2,3,6,2,1,2,2,3,2,4,1,NA,NA,NA,3,3,4,4,3,2,"control",2,8.6,3,"m.opp",2,5.4,1,1,4,"5fe3914c-9d70-f2a8-b51e-c162f5f8745c",NA,"C  cu iydd FD a"
1,2,1,2,3,6,2,1,2,2,3,2,4,1,NA,NA,NA,3,3,4,4,3,2,"control",2,8.6,3,"m.opp",2,5.4,1,1,4,"5fe3914c-9d70-f2a8-b51e-c162f5f8745c",NA,"C  cu iydd FD a"
47,1,2,2,6,5,2,1,2,1,13,4,3,6,NA,NA,NA,1,4,1,6,1,1,"m.opp",1,1.2,3,"m.opp",1,1.5,5,5,1,"5fe39089-3512-5498-e1f2-65ccfe22959e","Earn points",NA
43,4,1,2,4,2,1,2,3,1,13,4,5,6,6,6,3,4,4,1,6,4,3,"si.opp",5,9.1,3,"si.supp",5,9.6,5,5,1,"5fe38e35-698f-c187-8520-79173d6d56af","Because I found out points given can be redeemed for virtual money",NA
46,1,2,2,4,2,2,2,2,2,9,6,6,5,4,5,5,1,2,2,1,1,1,"m.supp",4,8.6,3,"si.supp",4,6.7,5,5,2,"5fe38a59-6ad9-4528-d3a3-eb7e3d2465e0","to get money for the extras",NA
55,1,2,2,4,1,1,2,1,2,10,5,5,6,5,5,6,4,4,4,1,4,1,"control",4,8,3,"si.opp",5,10,5,4,2,"5fe39109-7bfd-abac-5052-5fb2fe07bd12","To have extra income. ",NA
8,3,2,2,5,1,1,1,1,2,12,2,5,4,3,2,2,3,3,3,1,3,4,"m.supp",4,8.7,3,"control",4,7.1,5,2,2,"5fe391da-6e3c-dfa9-9913-234c2c7ffd02","Because I had a baby ","I’m agree"
47,1,2,2,5,2,2,2,2,1,9,6,6,6,6,6,6,2,3,4,4,3,1,"si.opp",4,5.7,3,"m.supp",3,4.3,5,5,5,"5fe39101-0811-c5ed-fe2f-befb433d83cd","I like to give my opinions and to make some extra money","None"
32,1,2,2,4,2,2,2,3,3,10,6,6,6,NA,NA,NA,1,3,2,5,2,2,"si.supp",5,9.7,3,"m.supp",5,9.8,5,2,6,"5fe39127-0a18-1d32-e1f3-9f19397d5b8b","About 2/3 months ago.","Not at the moment."
1,4,2,2,1,4,2,1,1,1,15,6,6,6,6,6,6,1,6,1,1,1,6,"si.supp",5,9.4,3,"si.supp",3,5.3,4,4,1,"5fe39205-292b-2349-ef15-62de64d6b5f5","Makes sense ",NA
1,2,2,2,2,4,2,2,1,1,14,6,3,2,4,2,3,4,2,4,4,1,2,"si.opp",3,6,4,"si.supp",2,5.5,3,3,2,"5fe392ee-d71a-efc1-aee0-b1c2df36faa7","Interesting ","D I djrnrnndrj"
1,2,2,2,2,4,2,2,1,1,14,6,3,2,4,2,3,4,2,4,4,1,2,"si.opp",3,6,4,"si.supp",2,5.5,3,3,2,"5fe392ee-d71a-efc1-aee0-b1c2df36faa7","Interesting ","D I djrnrnndrj"
22,1,2,2,1,4,1,2,1,2,11,6,5,6,NA,NA,NA,1,2,4,4,2,1,"si.supp",5,9,3,"m.opp",4,8.2,5,3,2,"5fe392a0-61e8-b155-e095-ffb03f769b93","To earn rewards for games",NA
22,1,2,2,1,4,1,2,1,2,11,6,5,6,NA,NA,NA,1,2,4,4,2,1,"si.supp",5,9,3,"m.opp",4,8.2,5,3,2,"5fe392a0-61e8-b155-e095-ffb03f769b93","To earn rewards for games",NA
41,1,2,2,5,6,2,2,2,2,12,4,4,4,4,4,2,4,4,3,5,1,1,"m.supp",3,4.5,3,"m.opp",3,6.4,5,5,6,"5fe3900d-8487-3ab7-5b6c-4c344b8e4820","To make my voice heard","These questions could not be answered honestly without background. Nothing is black and white."
1,2,2,2,3,2,1,1,2,1,10,2,4,2,4,1,4,2,3,3,4,2,3,"control",3,4.6,4,"m.opp",3,6.2,1,2,2,"5fe392fa-11db-8939-2bca-f350c47b28f3","To get rewards ","none"
1,2,2,2,3,2,1,1,2,1,10,2,4,2,4,1,4,2,3,3,4,2,3,"control",3,4.6,4,"m.opp",3,6.2,1,2,2,"5fe392fa-11db-8939-2bca-f350c47b28f3","To get rewards ","none"
1,2,2,2,3,2,1,1,2,1,10,2,4,2,4,1,4,2,3,3,4,2,3,"control",3,4.6,4,"m.opp",3,6.2,1,2,2,"5fe392fa-11db-8939-2bca-f350c47b28f3","To get rewards ","none"
1,2,2,2,3,2,1,1,2,1,10,2,4,2,4,1,4,2,3,3,4,2,3,"control",3,4.6,4,"m.opp",3,6.2,1,2,2,"5fe392fa-11db-8939-2bca-f350c47b28f3","To get rewards ","none"
1,2,2,2,3,2,1,1,2,1,10,2,4,2,4,1,4,2,3,3,4,2,3,"control",3,4.6,4,"m.opp",3,6.2,1,2,2,"5fe392fa-11db-8939-2bca-f350c47b28f3","To get rewards ","none"
1,2,2,2,3,2,1,1,2,1,10,2,4,2,4,1,4,2,3,3,4,2,3,"control",3,4.6,4,"m.opp",3,6.2,1,2,2,"5fe392fa-11db-8939-2bca-f350c47b28f3","To get rewards ","none"
1,2,2,2,3,2,1,1,2,1,10,2,4,2,4,1,4,2,3,3,4,2,3,"control",3,4.6,4,"m.opp",3,6.2,1,2,2,"5fe392fa-11db-8939-2bca-f350c47b28f3","To get rewards ","none"
23,1,1,2,2,6,1,1,1,1,14,6,6,5,5,4,1,5,5,4,5,6,5,"m.opp",5,9.1,3,"m.supp",5,10,5,5,2,"5fe39353-54aa-64cc-4c4c-88708f7a6177","Boredom mostly",NA
35,1,2,2,2,3,2,1,2,2,10,6,5,6,6,6,6,1,5,3,4,1,4,"control",4,8.1,3,"si.supp",5,10,5,5,2,"5fe39341-fa38-493b-1953-dcac65384700","Extra spending money. ",NA
43,1,1,2,4,4,2,2,2,2,10,4,4,5,4,5,5,3,3,2,2,4,3,"si.supp",4,6.4,3,"m.opp",4,5.8,5,2,2,"5fe3914b-715c-b34f-d5f3-1f828fa1a521","It was an option to aid me.","These issues have been in debate.  We need solutions. Let's figure it out. "
14,2,2,2,1,2,3,3,3,3,9,5,6,5,6,6,6,1,4,6,6,1,6,"si.supp",5,9.5,3,"si.supp",5,9,4,5,4,"5fe392b3-d1a1-02d9-0d7d-f10511657f6b","Extra money needed doing what I like","Great"
36,1,2,2,2,4,1,2,2,2,11,3,3,3,3,2,2,4,3,1,NA,NA,NA,"m.opp",2,6.4,3,"si.supp",1,5.7,3,3,1,"5fe392b9-82e5-9a57-c46d-71bbc6d9a14f","YES","GOOD"
23,1,2,2,2,6,1,2,1,2,12,4,3,3,6,6,3,4,4,3,4,4,4,"m.supp",4,6,3,"m.supp",5,9.5,5,2,2,"5fe3944a-22e5-fe12-8962-79f34ee22d5c","To receive free credits in an app",NA
23,1,2,2,2,6,1,2,1,2,12,4,3,3,6,6,3,4,4,3,4,4,4,"m.supp",4,6,3,"m.supp",5,9.5,5,2,2,"5fe3944a-22e5-fe12-8962-79f34ee22d5c","To receive free credits in an app",NA
45,1,2,2,5,2,2,1,2,1,10,3,3,4,4,4,5,3,4,3,5,4,3,"m.supp",2,4.6,3,"si.supp",1,2.4,5,4,1,"5fe394a3-fd3f-da63-d274-e263d614b723","It was interesting, I learn a lot.",NA
16,1,1,2,6,1,1,1,1,1,10,5,5,5,5,5,3,4,4,4,3,4,5,"m.opp",3,6.5,4,"control",3,6.3,5,2,1,"5fe39528-b2f2-5ffe-a26c-eced41b97f4f","Money",NA
1,1,2,2,6,1,3,1,2,2,9,6,5,6,6,6,6,1,6,1,1,1,6,"m.supp",5,7.7,3,"si.supp",1,1,5,1,4,"5fe39376-aac9-5af8-cc34-203528b87feb","Money",NA
18,1,1,2,2,4,1,2,2,2,10,5,5,5,5,6,5,4,5,5,4,4,4,"m.supp",3,7.1,1,"m.opp",4,8.1,5,2,4,"5fe394c3-eaea-c10e-84a5-baaa98af22ca","Dob","None"
3,8,1,2,2,7,1,1,3,3,14,1,1,1,4,4,6,1,6,1,3,2,1,"m.supp",3,5.8,2,"control",3,5.9,7,2,2,"5fe3953f-8769-ef87-cc77-3b068591a021","To get imvu credits ","Wonderful "
22,1,2,2,6,2,3,1,1,2,9,6,6,6,6,6,3,2,4,3,6,1,3,"si.supp",2,4.3,3,"si.supp",4,7.2,5,5,1,"5fe394ee-e93f-cedc-7b70-7263129fbcfe","Extra money",NA
1,1,2,2,1,1,2,2,3,3,9,3,3,5,NA,NA,NA,3,2,3,4,3,3,"si.supp",3,6,3,"m.opp",4,6.1,5,1,1,"5fe3953c-2df4-00c4-18d1-26f39e2b268d",NA,NA
12,1,2,2,1,5,2,1,2,2,12,5,4,5,6,6,5,2,4,4,NA,NA,NA,"control",1,1.9,3,"m.opp",4,6,5,2,1,"5fe394ad-be4d-7951-ceda-c1278708cda8","Points ",NA
21,4,2,2,2,5,2,2,1,2,12,1,1,2,2,2,4,2,3,3,4,3,3,"si.opp",3,7.2,4,"m.supp",2,4.4,6,1,1,"5fe39661-6e57-48c3-122d-883e1724b4ab",NA,NA
21,4,2,2,2,5,2,2,1,2,12,1,1,2,2,2,4,2,3,3,4,3,3,"si.opp",3,7.2,4,"m.supp",2,4.4,6,1,1,"5fe39661-6e57-48c3-122d-883e1724b4ab",NA,NA
13,1,2,2,6,1,1,2,3,2,2,6,5,4,4,2,2,4,3,2,5,3,3,"m.opp",2,9.3,7,"m.supp",4,3.6,1,1,3,"5fe39585-9bf7-7bc7-ec80-36fa93a06ed0","Just for fun","None"
13,1,2,2,6,1,1,2,3,2,2,6,5,4,4,2,2,4,3,2,5,3,3,"m.opp",2,9.3,7,"m.supp",4,3.6,1,1,3,"5fe39585-9bf7-7bc7-ec80-36fa93a06ed0","Just for fun","None"
