"birthyear","race","gender","att","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","online.length","study.choice","RID","online.why","com"
56,4,2,2,4,6,1,1,1,1,5,4,5,4,2,2,1,1,4,2,4,4,4,"m.supp",5,9.1,3,"m.supp",5,9,5,5,3,"5fe38a3d-6458-2a23-1502-bcbd2ec840eb","To be aware of the news and goings-on in my community.",NA
74,1,2,2,4,3,2,1,2,1,4,4,5,6,4,4,2,1,3,1,4,3,3,"si.opp",2,5.1,3,"si.opp",2,4.6,5,5,3,"5fe38aed-d8ce-a7ba-3713-8e48fcfc3f1f","I enjoy being able to put in my opinions","n/a"
33,1,2,2,2,3,3,3,3,3,4,3,4,5,6,6,5,2,3,4,2,2,4,"control",3,8.2,3,"m.opp",3,6.2,4,5,1,"5fe38bc4-a818-9135-687c-8bd44c13a994","$",NA
33,1,2,2,2,3,3,3,3,3,4,3,4,5,6,6,5,2,3,4,2,2,4,"control",3,8.2,3,"m.opp",3,6.2,4,5,1,"5fe38bc4-a818-9135-687c-8bd44c13a994","$",NA
62,1,2,2,4,6,3,2,3,1,3,6,5,6,6,6,6,1,3,1,1,2,4,"m.supp",3,5,3,"m.opp",4,7.5,5,5,2,"5fe38a86-51aa-84ec-15d3-a8eb220ad3bb","interesting and earn gift cards","very interesting"
46,1,2,2,6,2,2,1,2,2,3,4,6,6,6,6,6,3,4,1,4,2,5,"m.supp",2,5.5,3,"control",2,6.8,5,5,6,"5fe38afa-f2e0-f1e1-71b8-7a09a99f5c60","for the incentives","none"
38,1,2,2,1,5,2,1,2,2,2,4,5,5,6,6,1,2,6,1,6,3,5,"si.opp",5,10,3,"control",5,10,5,5,6,"5fe38ad3-95d6-ca77-30fa-fa4f6877888d","A fun way to pass some spare time","Great survey. Thank You!"
54,1,1,2,4,3,1,2,2,2,2,4,4,6,6,6,6,1,6,6,4,3,3,"si.supp",3,5.1,3,"m.supp",5,9.9,5,5,4,"5fe38abe-2aff-b0a8-1528-885afb84992f","i enjoy filling out the surveys",NA
56,1,2,2,2,3,1,1,1,2,5,5,6,6,5,5,6,4,2,3,4,4,3,"si.opp",4,7.3,3,"si.opp",5,8.2,5,5,1,"5fe38b42-0ac1-1e8f-dc91-3a05aeb5a60e","To earn a reward",NA
34,1,2,2,1,6,1,1,1,1,3,6,6,6,6,6,5,3,6,1,6,2,1,"m.opp",3,5.7,3,"si.supp",3,5.5,5,1,6,"5fe38bd2-fa02-4ce4-81cd-891144a82a1b","Not sure",NA
56,1,2,2,4,5,1,1,1,2,3,5,5,6,5,4,2,2,2,2,2,4,1,"si.opp",4,7.2,3,"control",5,8.1,5,5,2,"5fe38a5c-d048-4fc8-fbdb-ce09931d87da","2008","Hard to tell much about the healthcare plan without more info"
44,1,2,2,6,1,1,1,1,1,5,6,4,6,6,6,6,1,2,1,5,3,1,"m.opp",5,10,3,"m.opp",3,5.5,5,5,1,"5fe38c15-8277-9bcf-753d-2c56323d0e6d","share my opinion and earn mney","none"
6,8,1,2,6,1,4,3,3,3,1,4,4,3,4,5,5,4,5,4,5,5,5,"si.opp",4,5.3,2,"si.opp",3,5.4,2,2,6,"5fe38bbe-89df-2576-2862-907e16198a24","3 months ago ",NA
56,1,1,2,4,2,2,2,2,2,1,1,5,5,6,6,5,1,5,1,3,1,4,"si.supp",3,7.3,3,"m.supp",2,7.2,5,5,6,"5fe38bfd-b37b-4f2b-ebb0-144b5be49d0f","To has thing to do.","I enjoy the survey, Thank you!"
1,1,1,2,3,2,2,1,1,1,2,1,3,1,3,5,2,4,4,3,5,5,2,"control",2,5.6,5,"m.supp",4,6.9,4,3,3,"5fe38da5-7cf5-81f1-8e2c-d20abbc8dcce","Gold","Good"
53,1,1,2,2,3,1,1,1,1,4,5,4,5,5,5,2,2,3,2,6,2,3,"m.supp",4,7.3,3,"si.opp",4,6.4,5,5,1,"5fe38d24-ffc8-6166-1f03-ba45d263ade3","Earn money",NA
1,1,2,2,1,4,2,1,2,1,2,5,5,5,5,5,4,2,5,3,5,3,2,"control",3,6.1,3,"control",3,5.9,5,4,4,"5fe38cef-d9d8-474b-3d3f-c365268cec0f","Interesting","None"
1,1,2,2,2,1,1,2,1,2,5,5,4,6,6,6,6,5,5,4,6,5,4,"si.supp",5,9.1,3,"m.opp",4,6.4,5,5,1,"5fe38d9d-a6a1-0c69-51e7-f8439ec7c48b","money an gift cards",NA
19,1,2,2,1,7,1,1,2,1,5,2,3,2,4,3,2,4,4,3,3,3,1,"m.supp",1,9.7,3,"m.supp",2,9.8,3,2,3,"5fe38af8-5b02-16ce-f92d-7d75506253a1","I like to do this","Great job"
1,1,2,2,4,1,3,1,2,2,3,5,5,6,NA,NA,NA,1,3,1,2,1,1,"si.supp",2,3.7,3,"m.supp",4,5.4,5,5,6,"5fe38d5d-c1d7-e0af-18cc-5a298b91c9f0","It was part of a website I visit","None"
22,1,2,2,6,2,3,3,3,3,4,6,5,5,5,6,5,2,4,1,1,2,4,"si.supp",4,9.2,3,"si.opp",4,8.1,5,5,1,"5fe38a61-5a84-2d31-5ad1-6d35e7b63202","Entertainment ",NA
32,1,2,2,6,4,3,3,3,3,3,1,5,4,5,6,6,1,3,3,4,1,3,"m.opp",3,7,3,"m.supp",4,7.3,5,5,6,"5fe38a72-c6fb-4c97-b900-298a37f30169","Rewards and interesting subjects ",NA
4,2,2,2,1,7,3,1,1,1,5,5,5,5,6,5,5,5,4,5,4,5,5,"m.supp",5,10,3,"m.opp",5,10,6,2,1,"5fe38dec-c8e4-3e70-512b-b0f169580676",NA,"jbjk  kkb kkkb kbk lkbo lkbonlk/n nb;l ;BONk l"
19,2,1,2,2,1,2,1,2,1,2,2,2,1,3,3,3,3,3,1,2,3,3,"si.supp",3,1.6,6,"control",3,1,4,3,3,"5fe38e84-4e02-2c21-5276-243e64970188","Imvu",NA
32,1,2,2,2,5,2,1,2,2,5,5,5,5,6,3,5,3,5,2,4,3,4,"m.opp",2,4.2,3,"si.opp",4,6.7,5,3,1,"5fe38d7e-c33e-88e3-c566-c291a106ddd9","Game incentives ","None"
32,1,2,2,2,5,2,1,2,2,5,5,5,5,6,3,5,3,5,2,4,3,4,"m.opp",2,4.2,3,"si.opp",4,6.7,5,3,1,"5fe38d7e-c33e-88e3-c566-c291a106ddd9","Game incentives ","None"
58,2,1,2,4,1,1,1,1,1,1,6,6,6,5,6,4,3,6,1,6,4,2,"si.supp",5,8,3,"m.opp",5,8.3,3,5,4,"5fe38de4-c5e6-665c-99dd-ba97853fd7fd","As a side hustle",NA
42,1,1,2,4,7,1,1,1,2,4,4,5,3,4,3,6,3,3,4,6,3,1,"si.supp",4,8.1,3,"control",4,7.3,5,5,3,"5fe38c77-daa5-55ee-99a8-6f801a804ae0","Way to make money from home",NA
42,1,1,2,4,7,1,1,1,2,4,4,5,3,4,3,6,3,3,4,6,3,1,"si.supp",4,8.1,3,"control",4,7.3,5,5,3,"5fe38c77-daa5-55ee-99a8-6f801a804ae0","Way to make money from home",NA
56,1,2,2,4,3,3,2,3,1,5,5,5,5,5,6,1,3,3,3,6,4,3,"m.supp",5,10,3,"si.supp",4,8.3,5,3,3,"5fe38e46-4c2a-7a15-52d6-200be1c79b84","I have time since being home due to COVID-19 and I find it interesting.",NA
25,4,2,2,2,4,1,2,3,1,4,4,4,4,6,5,4,5,5,4,3,4,5,"si.opp",3,6.5,5,"m.supp",4,7.8,1,3,3,"5fe38e0d-43cc-22a2-dce2-4af1488ef786","Killing time ",NA
30,4,2,2,2,6,2,2,2,2,4,2,2,2,5,6,6,4,6,4,5,2,4,"si.opp",3,6.2,3,"m.supp",3,4.4,5,5,2,"5fe38e7c-9610-e577-2e19-107ba412d182","Money","Nothing "
30,4,2,2,2,6,2,2,2,2,4,2,2,2,5,6,6,4,6,4,5,2,4,"si.opp",3,6.2,3,"m.supp",3,4.4,5,5,2,"5fe38e7c-9610-e577-2e19-107ba412d182","Money","Nothing "
30,4,2,2,2,6,2,2,2,2,4,2,2,2,5,6,6,4,6,4,5,2,4,"si.opp",3,6.2,3,"m.supp",3,4.4,5,5,2,"5fe38e7c-9610-e577-2e19-107ba412d182","Money","Nothing "
1,1,2,2,1,1,1,2,3,1,1,6,5,6,6,6,6,1,4,3,1,1,2,"si.supp",5,9.5,3,"control",5,9.6,5,1,2,"5fe38e9f-b282-6cf5-4fbf-87b383e67aca","Two days ago ","I really liked this survey."
43,1,2,2,5,3,3,2,3,1,4,5,5,5,6,6,5,1,2,1,3,2,1,"si.opp",4,7.9,3,"m.opp",4,6.6,5,5,2,"5fe38ed1-3d44-e324-8ada-b9776fd1b1ee","Don't remember",NA
23,1,2,2,5,6,1,1,1,1,1,3,1,6,6,6,6,1,1,1,NA,NA,NA,"control",5,9.8,3,"si.opp",4,9.7,5,5,2,"5fe38f2c-0b81-4c82-5924-0996fe3bb4a3","One year ago",NA
23,1,2,2,5,6,1,1,1,1,1,3,1,6,6,6,6,1,1,1,NA,NA,NA,"control",5,9.8,3,"si.opp",4,9.7,5,5,2,"5fe38f2c-0b81-4c82-5924-0996fe3bb4a3","One year ago",NA
23,1,2,2,5,6,1,1,1,1,1,3,1,6,6,6,6,1,1,1,NA,NA,NA,"control",5,9.8,3,"si.opp",4,9.7,5,5,2,"5fe38f2c-0b81-4c82-5924-0996fe3bb4a3","One year ago",NA
14,1,2,2,2,4,2,1,2,2,3,6,6,6,6,5,6,2,6,3,4,5,3,"m.opp",1,4.5,3,"m.opp",1,2.3,5,1,2,"5fe38b06-529e-d79a-7bcb-5c1744e536b8","Extra income",NA
5,2,1,2,2,4,1,1,2,1,4,4,2,2,5,2,1,1,3,6,1,4,5,"si.supp",3,4.4,4,"si.supp",3,5.2,2,5,2,"5fe38fc3-aad7-3f75-816a-ed22194dbb4b","2018","Nothing"
5,2,1,2,2,4,1,1,2,1,4,4,2,2,5,2,1,1,3,6,1,4,5,"si.supp",3,4.4,4,"si.supp",3,5.2,2,5,2,"5fe38fc3-aad7-3f75-816a-ed22194dbb4b","2018","Nothing"
5,2,1,2,2,4,1,1,2,1,4,4,2,2,5,2,1,1,3,6,1,4,5,"si.supp",3,4.4,4,"si.supp",3,5.2,2,5,2,"5fe38fc3-aad7-3f75-816a-ed22194dbb4b","2018","Nothing"
1,1,2,2,4,3,2,2,3,2,1,6,2,5,6,3,2,2,1,2,6,2,2,"m.supp",2,4.6,3,"si.opp",4,8.2,5,5,2,"5fe38c83-c1ff-c655-8e67-2d56878d06c6","I started answering surveys to help pay a couple of bills a month.","This survey was a little different than most I have taken and I enjoyed it very much. I was easy to understand ."
53,1,2,2,4,4,2,1,2,1,2,4,4,4,6,6,6,2,3,1,1,2,1,"si.supp",1,2.2,3,"si.supp",3,4.9,5,5,2,"5fe38f44-8046-8e5d-1aa9-5195222b6f1f","Swagbucks","Some questions were confusing"
53,1,2,2,4,4,2,1,2,1,2,4,4,4,6,6,6,2,3,1,1,2,1,"si.supp",1,2.2,3,"si.supp",3,4.9,5,5,2,"5fe38f44-8046-8e5d-1aa9-5195222b6f1f","Swagbucks","Some questions were confusing"
22,1,1,2,1,4,2,1,2,1,5,6,4,4,5,5,3,3,4,3,4,4,3,"m.opp",1,3,3,"control",2,4,5,5,1,"5fe38f8e-9ac1-f046-91a5-995b64a6b693","Extra cash","No"
22,1,1,2,1,4,2,1,2,1,5,6,4,4,5,5,3,3,4,3,4,4,3,"m.opp",1,3,3,"control",2,4,5,5,1,"5fe38f8e-9ac1-f046-91a5-995b64a6b693","Extra cash","No"
49,1,2,2,1,2,1,2,3,1,1,1,1,3,5,6,6,1,5,3,1,1,1,"si.supp",4,8.2,3,"si.opp",4,7.3,5,5,5,"5fe38f64-f1be-7e87-37d2-b27616f5797d","To earn gist cards to buy gifts for my granddaughter.","It was interesting and made me think."
28,1,1,2,6,2,1,2,3,3,1,1,6,6,6,6,5,1,5,1,6,1,3,"control",5,10,3,"si.opp",5,10,5,1,2,"5fe38ee6-e94a-e3b6-9141-1048ef25288c","Get coins for mocospace","No"
1,3,2,2,2,2,3,3,3,3,4,6,6,6,6,4,6,1,6,1,3,1,6,"si.supp",3,5.9,3,"si.opp",3,6,6,2,6,"5fe38d0d-2d48-43d3-0d5e-9a3f854915d0","Extra cash and to help businesses",NA
16,1,2,2,2,5,3,3,1,2,4,5,5,5,5,5,6,5,6,5,5,1,6,"m.supp",4,9.1,3,"control",4,8.3,5,1,2,"5fe38e95-0b9e-ae1d-c2d8-5d91c4cb0c23","because I want to share mu opinion and reward a prize","it is so nice"
21,1,2,2,1,3,2,1,2,1,1,5,5,5,6,6,3,4,4,3,6,4,2,"m.supp",3,5.5,3,"m.opp",4,5.5,5,5,1,"5fe38b26-4201-9c04-78b8-6985b51b3337","give my opinion on products","thank you"
8,1,2,2,3,7,2,1,2,1,3,5,5,5,3,NA,NA,5,3,3,4,3,3,"control",4,3.3,3,"si.opp",3,4.7,3,4,2,"5fe39112-0402-2d4e-3a15-c63dd3efa187","For money on games",NA
52,1,2,2,4,2,1,1,1,1,4,6,6,6,5,2,2,4,5,3,5,5,4,"control",4,7.3,3,"m.opp",4,7,5,5,3,"5fe38f65-110d-9ac8-b1bb-bcd30a02db65","Interesting, sometimes.",NA
1,2,2,2,2,6,1,1,1,2,4,5,5,5,5,4,4,4,5,4,6,6,2,"si.supp",3,5.4,3,"control",5,8.3,5,5,1,"5fe38e4c-86fa-3453-fced-46222b7e76b8","To make money",NA
23,1,2,2,1,4,1,2,1,2,5,4,4,5,5,5,4,3,3,3,4,3,3,"si.opp",3,3.6,3,"si.opp",4,4.8,5,5,2,"5fe38f15-ca5e-8344-028f-b0c4bb2360cc","To earn money",NA
22,1,2,2,2,7,3,2,2,2,5,6,5,5,6,6,5,5,6,4,5,5,2,"m.supp",5,10,3,"si.opp",4,8.4,5,5,1,"5fe38e98-b764-813e-be4b-3cea77e5b280","Game points","Too slow "
58,1,1,2,2,3,1,2,1,2,5,5,6,4,5,6,6,2,1,2,2,4,1,"si.opp",4,6.5,3,"m.supp",4,6.6,5,5,3,"5fe38f6d-4b97-c51b-924a-14834cd87ca9","For for fun, learning experience",NA
47,1,2,2,4,1,1,1,1,1,2,2,6,6,6,6,1,2,6,4,6,1,4,"si.opp",2,7.5,3,"si.opp",3,5.4,5,5,4,"5fe38ef2-9894-6e2c-f728-8b5e5bd57517","I enjoy entering my opinions and the reward for taking the survey ","the survey was fine, you were given adequate questions to follow the body of the questions "
15,2,2,2,2,6,1,2,1,2,4,4,4,4,5,6,6,2,6,3,5,4,3,"m.opp",2,3.7,3,"si.opp",4,8.1,5,5,2,"5fe390a8-9ded-db8c-a5bd-12f173de2ba7","To help save money","None"
26,1,1,2,2,5,2,1,2,1,5,4,5,5,5,5,4,2,3,2,NA,NA,NA,"m.supp",3,5.9,3,"control",4,4.5,5,5,2,"5fe3907e-bf4a-f913-1a0e-86ff393188f7","To earn side cash",NA
56,1,2,2,4,2,3,3,3,3,4,3,4,5,6,6,6,1,5,1,4,2,2,"m.opp",3,5.7,3,"m.supp",4,7.7,5,5,6,"5fe38dcb-9bf3-45ad-10aa-830d9fc98f9b","Make money and see new ideas","Very interesting questions"
1,1,2,2,4,2,1,2,3,3,4,1,3,6,5,6,6,2,5,4,3,4,2,"si.opp",5,9.6,3,"control",5,10,5,5,1,"5fe390f3-7308-2816-5514-e36c6266ae32","Earn money ","Good "
2,8,1,2,1,2,3,3,2,1,4,5,5,3,3,5,5,3,6,4,4,6,5,"si.supp",5,3.8,5,"m.supp",3,4.2,4,5,2,"5fe391b0-8f9b-8451-f3aa-609623779539","fun",NA
1,2,2,2,3,2,3,1,3,1,2,6,4,6,4,6,6,1,6,2,6,1,4,"control",2,4.2,3,"si.opp",2,7.9,1,3,2,"5fe3911b-d73d-77ca-2483-21f21cd4a776","So I can get better at games like avakin life","No"
1,1,3,2,2,2,4,3,1,1,3,5,5,6,5,5,3,2,2,1,NA,NA,NA,"control",4,8.3,3,"control",5,10,5,5,4,"5fe39207-bb4e-cd9f-ded2-e52d6d09910f","monetary compensation",NA
6,1,2,2,6,1,3,3,3,3,1,3,4,4,3,2,3,4,4,4,3,3,5,"si.opp",3,4,4,"si.opp",3,2.9,3,1,6,"5fe39352-9c01-2dbf-aa75-a52f0ac846f9","None ","None "
3,2,2,2,1,2,1,2,1,2,2,2,2,3,5,4,4,3,1,4,3,3,3,"m.supp",2,7.1,6,"si.opp",3,4.7,2,3,3,"5fe390fc-0e34-f599-46f1-fc4489501783","mo","no"
3,2,2,2,1,2,1,2,1,2,2,2,2,3,5,4,4,3,1,4,3,3,3,"m.supp",2,7.1,6,"si.opp",3,4.7,2,3,3,"5fe390fc-0e34-f599-46f1-fc4489501783","mo","no"
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"Non"
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"Non"
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"Non"
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"Non"
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"Non"
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"None "
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"None "
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"None "
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"None "
9,3,1,2,2,4,1,1,1,1,4,5,2,5,5,2,4,3,2,4,2,5,3,"m.opp",1,8.9,3,"si.supp",4,10,4,3,3,"5fe39361-3a7b-6bb2-a45e-60ff50fec9ac",NA,"None "
24,1,1,2,2,5,3,2,2,2,2,1,1,1,3,6,3,4,3,4,6,4,4,"m.opp",3,6.5,3,"si.supp",2,1.4,5,5,2,"5fe3938f-1a11-ab60-2c27-57c427bd798e","For rewards ","No"
18,1,1,2,2,6,1,1,1,1,5,3,3,3,4,5,6,5,4,5,1,1,1,"m.opp",5,8.9,3,"control",5,9,5,1,1,"5fe392d4-a766-c22b-f32b-c7ebf36be475","Product development","This is my country, i love my country very much"
58,1,2,2,1,6,1,1,1,1,5,1,1,1,4,5,6,3,1,3,6,4,4,"control",4,9,3,"si.opp",4,7.4,5,5,3,"5fe38f49-334c-e001-4742-c69385824218","to get swagbucks",NA
1,3,2,2,2,4,2,1,2,1,5,4,5,5,6,6,5,3,3,4,5,4,3,"m.supp",2,2.5,3,"si.opp",3,5.4,5,2,1,"5fe392db-a679-b1d8-f396-3dffca2e3ec2","To earn incentives",NA
15,2,2,2,2,5,1,1,3,3,3,6,6,3,6,1,6,5,6,4,4,6,5,"si.supp",3,8.3,3,"control",3,5.6,5,2,2,"5fe39354-844a-11b7-d699-97b71708c249","November 16",NA
1,1,2,2,2,5,1,1,1,1,4,4,4,2,4,5,3,6,3,5,5,4,3,"si.supp",5,7.4,4,"m.supp",3,1,4,3,3,"5fe3946f-4b47-7071-c5c0-51ff87a74ae0","3 months ago ","Hshddh"
1,1,1,2,1,3,3,3,1,1,2,3,1,4,NA,NA,NA,4,4,3,NA,NA,NA,"si.supp",3,1,1,"si.opp",3,6.1,6,2,2,"5fe39464-7466-2d59-4f48-9a6313c56ff0","Gems","I don’t like gun control"
18,2,2,2,2,2,1,1,2,1,5,6,6,6,NA,NA,NA,6,6,6,6,6,6,"si.supp",5,9.1,5,"si.opp",4,8.2,5,1,1,"5fe3949b-5bd8-0585-a645-63f76ae95f90","dtcdfhbh","neizjnejzkz"
28,1,1,2,2,2,2,1,1,1,1,3,6,6,6,6,3,1,5,1,6,1,3,"si.supp",3,5.7,3,"control",4,5.6,5,1,6,"5fe3946f-a08c-aef1-dc1b-ea45c1311349",NA,NA
3,1,2,2,2,3,1,2,1,2,3,4,4,4,4,4,3,4,4,4,4,4,4,"si.supp",3,6.1,3,"si.opp",4,7.7,5,1,6,"5fe39450-fa77-1d7c-808c-3918c3c83a65","For credits ",NA
1,1,1,2,6,2,1,2,2,2,1,5,2,2,5,6,6,1,1,4,6,1,1,"m.opp",4,6.7,3,"si.opp",4,8.9,5,1,6,"5fe39268-fff1-34d2-0270-5edd0d4b71c7","my said","no"
32,1,2,2,6,1,1,2,2,2,1,6,6,5,NA,NA,NA,1,3,1,3,2,1,"m.opp",5,9.2,3,"control",5,10,5,5,6,"5fe39153-62f0-13a8-011e-3f1e77c28502","To earn money or merchandise",NA
36,6,1,2,6,1,2,1,2,1,1,5,6,5,6,6,1,1,1,1,6,1,1,"m.opp",5,10,3,"control",5,10,5,5,6,"5fe39186-b2a0-93f9-149e-95f45099ee6e","I like doing them plus the game reward","This was a good survey"
25,4,1,2,4,1,1,1,1,2,4,6,6,6,4,6,6,4,6,1,6,6,3,"si.supp",4,8.1,3,"m.opp",1,1.8,5,1,6,"5fe39453-d315-bb14-85c3-99240aedb997","To earn money","No comment"
15,1,1,2,2,6,1,2,1,1,4,3,4,5,NA,NA,NA,4,4,4,3,2,2,"m.supp",3,6.5,3,"m.opp",3,5.4,5,3,2,"5fe39521-73d0-0c14-ed22-fa0e01d1ab0f","Rewards","No"
15,1,1,2,2,6,1,2,1,1,4,3,4,5,NA,NA,NA,4,4,4,3,2,2,"m.supp",3,6.5,3,"m.opp",3,5.4,5,3,2,"5fe39521-73d0-0c14-ed22-fa0e01d1ab0f","Rewards","No"
13,1,2,2,6,2,2,2,2,2,1,6,6,6,6,6,6,2,5,4,6,1,1,"si.supp",5,10,3,"si.opp",3,5.2,5,2,2,"5fe3931e-1632-ff27-2a57-046941c4abaa","Earn money","None"
13,1,2,2,6,2,2,2,2,2,1,6,6,6,6,6,6,2,5,4,6,1,1,"si.supp",5,10,3,"si.opp",3,5.2,5,2,2,"5fe3931e-1632-ff27-2a57-046941c4abaa","Earn money","None"
1,1,2,2,4,1,1,1,1,1,4,5,6,6,6,6,6,6,6,6,1,6,6,"m.supp",4,7.9,5,"si.supp",1,9.5,7,2,6,"5fe394b2-460f-df8a-d12e-0ebdb91fe6b1","I enjoy them","It's   worng"
1,1,2,2,4,1,1,1,1,1,4,5,6,6,6,6,6,6,6,6,1,6,6,"m.supp",4,7.9,5,"si.supp",1,9.5,7,2,6,"5fe394b2-460f-df8a-d12e-0ebdb91fe6b1","I enjoy them","It's   worng"
1,1,2,2,4,1,1,1,1,1,4,5,6,6,6,6,6,6,6,6,1,6,6,"m.supp",4,7.9,5,"si.supp",1,9.5,7,2,6,"5fe394b2-460f-df8a-d12e-0ebdb91fe6b1","I enjoy them","It's   worng"
